10000 147840
20000 295392
30000 590304
40000 590376
50000 1180280
60000 1180280
70000 1180368
80000 1180368
90000 2360112
100000 2360112
110000 2360224
120000 2360224
130000 2360224
140000 2360352
150000 4719792
160000 4719792
170000 4719792
180000 4719792
190000 4719952
200000 4719952
210000 4719952
220000 4719952
230000 4720128
240000 4720128
250000 4720128
260000 4720128
270000 4720128
280000 4720328
290000 4720328
300000 9438920
310000 9438920
320000 9438920
330000 9438920
340000 9438920
350000 9438920
360000 9438920
370000 9438920
380000 9438920
390000 9438920
400000 9438920
410000 9438920
420000 9438920
430000 9438920
440000 9438920
450000 9439144
460000 9439144
470000 9439144
480000 18876328
490000 18876584
500000 18876584
510000 18876584
520000 18876584
530000 18876584
540000 18876584
550000 18876584
560000 18876872
570000 18876872
580000 18876872
590000 18876872
600000 18876872
610000 18876872
620000 18877192
630000 18877192
640000 18877192
650000 18877192
660000 18877192
670000 18877192
680000 18877552
690000 18877552
700000 18877552
710000 18877552
720000 18877552
730000 18877552
740000 18877552
750000 18877552
760000 18877960
770000 18877960
780000 18877960
790000 18877960
800000 18877960
810000 18877960
820000 18877960
830000 18877960
840000 18878416
850000 18878416
860000 18878416
870000 18878416
880000 18878416
890000 18878416
900000 18878416
910000 18878416
920000 18878416
930000 18878928
940000 18878928
950000 18878928
960000 18878928
970000 18878928
980000 18878928
990000 18878928
1000000 18878928
1010000 18878928
1020000 18878928
1030000 18878928
1040000 18878928
1050000 18878928
1060000 18878928
1070000 31461840
1080000 37753872
1090000 37753872
1100000 37753872
1110000 37753872
1120000 37753872
1130000 37753872
1140000 37753872
1150000 37753872
1160000 37753872
1170000 37753872
1180000 37753872
1190000 37753872
1200000 37753872
1210000 37753872
1220000 37753872
1230000 37753872
1240000 37754520
1250000 37754520
1260000 37754520
1270000 37754520
1280000 37754520
1290000 37754520
1300000 37754520
1310000 37754520
1320000 37754520
1330000 37754520
1340000 37754520
1350000 37754520
1360000 37754520
1370000 37754520
1380000 37754520
1390000 37754520
1400000 37755256
1410000 37755256
1420000 37755256
1430000 37755256
1440000 37755256
1450000 37755256
1460000 37755256
1470000 37755256
1480000 37755256
1490000 37755256
1500000 37755256
1510000 37755256
1520000 37755256
1530000 37755256
1540000 37755256
1550000 37755256
1560000 37755256
1570000 37755256
1580000 37755256
1590000 37755256
1600000 37756080
1610000 37756080
1620000 37756080
1630000 37756080
1640000 37756080
1650000 37756080
1660000 37756080
1670000 37756080
1680000 37756080
1690000 37756080
1700000 37756080
1710000 37756080
1720000 37756080
1730000 37756080
1740000 37757008
1750000 37757008
1760000 37757008
1770000 37757008
1780000 37757008
1790000 37757008
1800000 37757008
1810000 37757008
1820000 37757008
1830000 37757008
1840000 37757008
1850000 37757008
1860000 37757008
1870000 37757008
1880000 37757008
1890000 37757008
1900000 37757008
1910000 37757008
1920000 37757008
1930000 37757008
1940000 37758048
1950000 37758048
1960000 37758048
1970000 37758048
1980000 37758048
1990000 37758048
2000000 37758048
2010000 37758048
2020000 37758048
2030000 37758048
2040000 37758048
2050000 37758048
2060000 37758048
2070000 37758048
2080000 37758048
2090000 37758048
2100000 37758048
2110000 37758048
2120000 75506784
2130000 75506784
2140000 75506784
2150000 75506784
2160000 75506784
2170000 75506784
2180000 75506784
2190000 75507960
2200000 75507960
2210000 75507960
2220000 75507960
2230000 75507960
2240000 75507960
2250000 75507960
2260000 75507960
2270000 75507960
2280000 75507960
2290000 75507960
2300000 75507960
2310000 75507960
2320000 75507960
2330000 75507960
2340000 75507960
2350000 75507960
2360000 75507960
2370000 75507960
2380000 75507960
2390000 75507960
2400000 75507960
2410000 75507960
2420000 75507960
2430000 75507960
2440000 75507960
2450000 75507960
2460000 75507960
2470000 75509280
2480000 75509280
2490000 75509280
2500000 75509280
2510000 75509280
2520000 75509280
2530000 75509280
2540000 75509280
2550000 75509280
2560000 75509280
2570000 75509280
2580000 75509280
2590000 75509280
2600000 75509280
2610000 75509280
2620000 75509280
2630000 75509280
2640000 75509280
2650000 75509280
2660000 75509280
2670000 75509280
2680000 75509280
2690000 75509280
2700000 75509280
2710000 75509280
2720000 75509280
2730000 75509280
2740000 75510768
2750000 75510768
2760000 75510768
2770000 75510768
2780000 75510768
2790000 75510768
2800000 75510768
2810000 75510768
2820000 75510768
2830000 75510768
2840000 75510768
2850000 75510768
2860000 75510768
2870000 75510768
2880000 75510768
2890000 75510768
2900000 75510768
2910000 75510768
2920000 75510768
2930000 75510768
2940000 75510768
2950000 75510768
2960000 75510768
2970000 75510768
2980000 75510768
2990000 75510768
3000000 75510768
3010000 75510768
3020000 75510768
3030000 75510768
3040000 75510768
3050000 75512440
3060000 75512440
3070000 75512440
3080000 75512440
3090000 75512440
3100000 75512440
3110000 75512440
3120000 75512440
3130000 75512440
3140000 75512440
3150000 75512440
3160000 75512440
